"title","idshop","price","detail","berat","gambar","category"
"Mesin Cuci Aqua Sanyo QW-980XT-9KG","2546142","1549000"," Anti RustBodi dan dasar mesin cuci terbuat dari bahan plastik yang kokoh anti karat dan bebas korosi Big PulsatorDengan pulsator yang besar mampu menghasilkan pusaran air yang kuat sehingga hasil cucian lebih b Garansi motor 5 tahunGaransi lebih lama dari 3 tahun menjadi 5 tahun Dimensi Produk 796x470x904mm Berat Bersih 19Kg Color White Blue Sumber Tegangan 220 240V 50Hz Pemakaian Daya wash 400W Pemakaian Daya spin 160W Mesin cuci 2 tabungKapasitas 9 kgDilengkapi dengan teknologi motor yang kuat dan hemat listrikMemiliki body yang kuat sehingga tahan lamaKonsumsi daya 400 W ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/27/0/0_3533373e-481a-46cf-8985-0e1b7d8d198e_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Aqua Sanyo QW-880XT-8KG","2546142","1329000"," SpesifikasiBahan Body Fiber Anti Karat Anti PenyokGaransi Motor 5 tahunGaransi lebih lama dari 3 tahun menjadi 5 tahun Anti Rust BodyBody dari plastic untuk menjaga bebas karat dan tahan lebih lama Dynamic Soak FunctionDilengkapi dengan fitur merendam pakaian Low Water PressureDapat beroperasi pada tekanan air yang rendah Big PulsatorPulsator lebih besar untuk meningkatkan performa pencucian Pemakaian Daya Wash 380 WattPemakaian Daya Spin 165 WattPower Supply 220 V 50 HzWeight 20 KgDimension WxDxH mm 760 x 445 x 898Aqua Magic Penyaring Air Tutup Transparan ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/27/0/0_171fe8a5-6924-4088-aaf7-d642c8582ada_615_461.jpg","Laundry Lainnya "
"Mesin Cuci Aqua Sanyo QW-881XT-8KG","2546142","1329000"," SpesifikasiBahan Body Fiber Anti Karat Anti PenyokGaransi Motor 5 tahunGaransi lebih lama dari 3 tahun menjadi 5 tahun Anti Rust BodyBody dari plastic untuk menjaga bebas karat dan tahan lebih lama Dynamic Soak FunctionDilengkapi dengan fitur merendam pakaian Low Water PressureDapat beroperasi pada tekanan air yang rendah Big PulsatorPulsator lebih besar untuk meningkatkan performa pencucian Pemakaian Daya Wash 380 WattPemakaian Daya Spin 165 WattPower Supply 220 V 50 HzWeight 20 KgDimension WxDxH mm 760 x 445 x 898Aqua Magic Penyaring Air ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/27/0/0_b33ff84c-92bf-4b74-8eda-a750eb9667a2_700_390.jpg","Laundry Lainnya "
"Mesin Cuci Aqua Sanyo QW-781XT-7KG","2546142","1219000"," AQUA QW 781XT Smart BeautyGaransi Motor 5 tahun Anti Rust Body Body dari plastic untuk menjaga bebas karat dan tahan lebih lama Dynamic Soak Function Dilengkapi dengan fitur merendam pakaian Low Water Pressure Dapat beroperasi pada tekanan air yang rendah Big Pulsator Pulsator lebih besar untuk meningkatkan performa pencucian SPESIFIKASI Pemakaian Daya Wash 350 Watt Pemakaian Daya Spin 165 Watt Power Supply 220 V 50 Hz Weight 19 Kg Dimension WxDxH mm 740 x 420 x 888 ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/27/0/0_05e66d37-c24f-4a3b-951b-60d008595791_700_390.jpg","Laundry Lainnya "
"Mesin Cuci Aqua Sanyo QW-780XT-7KG","2546142","1229000"," AQUA QW 780XT Smart BeautyGaransi Motor 5 tahun Anti Rust Body Body dari plastic untuk menjaga bebas karat dan tahan lebih lama Dynamic Soak Function Dilengkapi dengan fitur merendam pakaian Low Water Pressure Dapat beroperasi pada tekanan air yang rendah Big Pulsator Pulsator lebih besar untuk meningkatkan performa pencucian SPESIFIKASI Pemakaian Daya Wash 350 Watt Pemakaian Daya Spin 165 Watt Power Supply 220 V 50 Hz Weight 19 Kg Dimension WxDxH mm 740 x 420 x 888 ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/27/0/0_963f9f55-cfb1-4374-b0ce-60d2c6158b17_615_461.jpg","Laundry Lainnya "
"Mesin Cuci Aqua Sanyo AQW-97DH-9KG","2546142","2319000"," AQUA AQW 97D H SMART BEAUTY Big PulsatorPulsator lebih besar untuk meningkatkan performa pencucian Anti Rust BodyBody dari plastic untuk menjaga bebas karat dan tahan lebih lama Low Water PressureDapat beroperasi dengan tekanan air yang rendah Dynamic Soak FunctionDilengkapi dengan fitur merendam pakaian SPESIFIKASIMax Capacity 9KgPemakaian Daya Wash 380 WattPemakaian Daya Spin 300 WattPower Supply220V 50 HzWeight68 Kg ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/27/0/0_201f91da-01ce-4e77-a207-5f96db66f0b0_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Aqua Sanyo AQW-87DH-8KG","2546142","2139000"," AQUA AQW 87D H SMART BEAUTY Big PulsatorPulsator lebih besar untuk meningkatkan performa pencucian Anti Rust BodyBody dari plastic untuk menjaga bebas karat dan tahan lebih lama Low Water PressureDapat beroperasi dengan tekanan air yang rendah Dynamic Soak FunctionDilengkapi dengan fitur merendam pakaian SPESIFIKASIMax Capacity 8KgPemakaian Daya Wash 380 WattPemakaian Daya Spin 300 WattPower Supply220V 50 HzWeight65 Kg ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/27/0/0_9edd6beb-f0ef-4b16-9164-4127cf2f2388_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Aqua Sanyo AQW-77DH-7KG","2546142","1919000"," Aqua AQW 77D H merupakan mesin cuci berkapasitas 7kg Mesin cuci ini dilengkapi dengan fitur Big Pulsator dengan Pulsator lebih besar untuk meningkatkan performa pencucian Anti Rust Body dengan body dari plastic untuk menjaga bebas karat dan tahan lebih lama Low Water Pressure yaitu fitur yang dapat beroperasi dengan tekanan air yang rendah dan Dynamic Soak Function yaitu fitur merendam pakaian Apa yang ada di dalam kotak Mesin Cuci AquaKartu GaransiBuku ManualFitur Umum SKU AQ641HAAAAU6EDANID 24542181Model AQW 77DHKecepatan Putaran dalam rpm 5000Garansi 5 tahun Kapasitas Cuci kg 7 kgFitur Quick Wash Spin dryPemakaian Daya Wash 380 Watt Pemakaian Daya Spin 300 WattDapat beroperasi dengan tekanan air yang rendah dan terdapat fitur merendam pakaian Bergaransi Resmi barang 100 original ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/27/0/0_0dd258d2-cfe0-4d66-b207-79aa580dc89f_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Aqua Sanyo AQW-99XTF-9KG","2546142","2249000"," Barang baru dan bergaransi resmiDimensi Produk 56 x 58 x 95 cmBerat Bersih 33 kgColor SilverDaya wash 480 w spin 350 wLow Water Pressure Dapat beroperasi dengan tekanan air yang rendah Fuzzy Logic Control Mengatur pencucian dari mulai mencuci sampai mengeringkan pakaian Garansi motor 5 tahun Garansi lebih lama dari 3 tahun menjadi 5 tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/27/0/0_30e48de2-a530-4340-82ec-69b5b70d4884_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Aqua Sanyo AQW-89XTF -8KG","2546142","2099000"," BARANG BARU DAN BERGARANSI RESMI Hijab ModeLow Water PressureJET Wash ActionFuzzy Logic ControlDaya wash 450 W spin 165 WUkuran LxWxH 53x55x92 cmGaransi resmi 5 Tahun Berat kg 28 kgDeskripsi ProdukMesin cuci Sanyo dilengkapi dengan Fitur Low Water Pressure Dapat beroperasi dengan tekanan air yang rendahJET Wash Action JET Wash Action creates vertical water flow increasing detergent action and preventing uneven washingFuzzy Logic Control Mengatur pencucian dari mulai mencuci sampai mengeringkan pakaian ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/27/0/0_18cd4a72-be7c-45af-b208-4421abbfd2e3_700_700.jpg","Laundry Lainnya "
"Mesin Cuci LG WP-1460R-14KG-Cocok Untuk Laundry","2546142","2669000"," Detail produk dari LG WP 1460R Mesin Cuci 2 Tabung 14 Kg Khusus Jabodetabek Super Strong Body DesignMembuat suara mesin lebih halus dan mesin cuci lebih tahan lamaBig PulsatorDengan pulsator yang besar mampu menghasilkan air yang kuat sehingga hasil cucian lebih bersih Anti KaratBody dan dasar mesin terbuat dari bahan plastik yang kokoh anti karat dan bebas korosi SKU LG639HAAA6NLPMANID 16115165Model WP 1460RUkuran L x W x H cm 88 x 53 x 102 cmBerat kg 80Kecepatan Putaran rpm 400Top Type Top LoadType of Washing Machine 2 TabungWarranty period 1 TahunWash Capacity kg 143 Programs Gentle Normal Strong Crystal PanelChrome KnobOverflow FilterPlastic BodySoak Function Increase Washing Performance Wind Jet DryTransparent WindowRotation FilterGARANSI 1TAHUN ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_bab9922a-8936-4437-972a-1fa7e03ceaf2_634_405.jpg","Laundry Lainnya "
"Mesin Cuci LG WP-905R-9KG-Transparan","2546142","2349000"," BARANG BARU DAN GARANSI RESMI SELAMA 1 TAHUNP905RHIDE CAPACITYWash Capacity kg 9HIDE GENERAL FEATURESColourTub materialDoorBody materialMotorLight GreyPlasticTransparent plastic doorPlasticNormal Belt Pulley HIDE DIMENSION WIDTH X HEIGHT X DEPTH MM Net805 x 975 x 475 ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_d665e1b1-b0fc-4192-871e-586d96fe116a_700_700.jpg","Laundry Lainnya "
"Mesin Cuci LG WP-850R-8.5KG-Roller jet pulsator","2546142","2269000"," Capacity 8 5 kgFeatures roller jet pulsator punch 3 wind jet dryColor light greySpesifikasi LG T P850R Mesin Cuci Dua Tabung 8 5kgApa yang ada di dalam kotak LG T P850R Mesin Cuci Dua Tabung 8kgKartu GaransiBuku PetunjukSelang AirFitur Umum SKU LG639HACFAPIANID 2846064Model WP 850RUkuran L x W x H cm 50 x 81 x 104Top Type Top LoadKapasitas Cuci 8 5kg GARANSI 1 TAHUN ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_3041f3b4-520e-4ab4-9db9-48e86d83558e_450_370.jpg","Laundry Lainnya "
"Mesin Cuci LG WP-800N-8KG","2546142","2149000"," Mesin cuci LG 800N Kapasitas 8kgProduk SKU P800NWarna PuithDaya Listrik Watt 350 WattDimensi l x w x h 97 x 47 x 80 cmBerat 30Garansi Produk 1 TahunGARANSI LG asli ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_1af0bf28-d164-4fbb-8a2f-7cd12fa9b434_450_370.jpg","Laundry Lainnya "
"Mesin Cuci Daimitsu(DAICHI) DIW-5219SHJ-12KG","2546142","1699000"," spesifikasi produk Mesin cuci Daimitsu Daichi kapasitas wash 12Kgspin 7 5kg pemakaian daya wash 400watt spin 150watt ukuran 845 x470 x960 Doble Layer design Glass material on top Warna Pink Green Garansi Motor 1Tahun Garansi suku cadang 1Tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_c7a84243-be01-4075-82dd-8579801fdf59_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Daimitsu (DAICHI) DIW-1019SMA-10KG","2546142","1469000"," spesifikasi Produk Terbaru Mesin Cuci Daimitsu DAICHI Teknologi Japan Doble body Anti karat Tutup Temperad Glass Lebih kuat Kapasitas Wash 10KgSpin 5 Kg Daya Wash 370WattSpin 125Watt Tersedia Warna Merah silver Garansi 1 Tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_51aa034d-164b-456f-be53-ab8fcb402476_700_393.jpg","Laundry Lainnya "
"Mesin Cuci Daimitsu (DAICHI) DIW-920SMP-9KG","2546142","1379000"," spesifikasi Produk Terbaru Mesin Cuci Daimitsu Daichi Doble body Anti karat Tutup Temperad Glass Lebih kuat Kapasitas Wash 9KgSpin 5 Kg Daya Wash 380WattSpin 115Watt Tersedia Warna Hijau biru Pink Garansi Motor 1Tahun Garansi suku cadang 1Tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_a784d389-caca-4aac-8968-4b90aebb1662_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Daimitsu (DAICHI) DIW-820/819-8KG","2546142","1169000"," spesifikasi Produk Terbaru Mesin Cuci Daimitsu Daichi Teknologi Japan Anti karat Tutup Temperad Glass Lebih kuat Kapasitas Wash 8KgSpin 4 Kg Daya Wash 360WattSpin 105Watt Tersedia Warna Merah Pink biru Garansi Motor 1Tahun Garansi suku cadang 1Tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_6414acd4-cd70-4a4d-8597-59d5ecb126d9_352_342.jpg","Laundry Lainnya "
"Mesin Cuci Daimitsu(DAICHI) DIW-859SMP-8KG","2546142","1899000"," spesifikasi produk Full Automatic teknologi jepang tipe Drum Diamond Drum pintu tempered glass Panel Display Warna pink daya listrik 380 250w kapasitas 8kg kelas iklim T Berat 31kg Dimensi 530L x 550P x 945mm Garansi Resmi 1 tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_a89607d8-4df9-438d-ba12-943d965536b1_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Daimitsu(DAICHI) DIW-958SMA-9KG","2546142","2099000"," spesifikasi produk Full Automatic teknologi jepang tipe Drum Diamond Drum pintu tempered glass Panel Display Warna Red daya listrik 380 250w kapasitas 9kg kelas iklim T Berat 31kg Dimensi 530L x 550P x 965mm Garansi Resmi 1 tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_89c41899-a669-4cee-b65e-115e639389a3_700_393.jpg","Laundry Lainnya "
"Mesin Cuci Denpoo Platinum DW1309P-13KG","2546142","2599000"," spesifikasi Produk Terbaru Mesin Cuci Denpoo PLATINUM DIAMOND DRUM Doble body Anti karat Tutup Pengaman Anti koslet Tutup Temperad Glass Lebih kuat Kapasitas Wash 13KgSpin 9Kg Daya Wash 470WattSpin 176Watt Tersedia Warna Hitam Hijau Gold Pink Garansi Motor 3Tahun Garansi suku cadang 1Tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_fb5fc13b-d4b6-4aa6-8619-0e6a2be82b5a_700_449.jpg","Laundry Lainnya "
"Mesin Cuci Denpoo Platinum DW-9893P-9.5KG-Temperad glass","2546142","2299000"," spesifikasi Produk Terbaru Mesin Cuci Denpoo Platinum Diamond Drum Doble body Anti karat Tutup Pengaman Anti koslet Tutup Temperad Glass Lebih kuat Kapasitas Wash 9 5KgSpin 5 Kg Daya Wash 400WattSpin 145Watt Tersedia Warna Merah Hijau Kuning Pink Garansi Motor 3Tahun Garansi suku cadang 1Tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_44e7c8d1-c757-4e15-86e2-a1c423bf3782_700_772.jpg","Laundry Lainnya "
"Mesin Cuci Denpoo DW-9893K-9.5KG-Temperad glass","2546142","1929000"," spesifikasi Produk Terbaru Mesin Cuci Denpoo Doble body Anti karat Tutup Pengaman Anti koslet Tutup Temperad Glass Lebih kuat Kapasitas Wash 9 5KgSpin 5 Kg Daya Wash 400WattSpin 145Watt Tersedia Warna Hitam Hijau Gold Pink Garansi Motor 3Tahun Garansi suku cadang 1Tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_72e32028-2fad-4bfd-9e9e-5953f04deab3_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Denpoo DW-976-8.2KG-Temperad glass","2546142","1699000"," SPESIFIKASItipe DW 976tegangan 220Vkapasitas air 45Lkapasitas mencuci 8 2kgkapasitas pengering 7 0 kggransi 1 tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_53e4065a-ba21-4ca2-9641-b5aabd207560_700_705.jpg","Laundry Lainnya "
"Mesin Cuci Denpoo DW-828SG-8KG-Penggilesan","2546142","1439000"," BARANG BARU BERGARANSI RESMIMASIH SEGELUNTUK PEMESANAN LUAR KOTA HARAP TANYAKAN ONGKIRNYA Anti Bacteria 2 Tabung Body fiber Kapasitas 8 Kg Power input 160 W Multipulsator Papan penggilasan 3 air mancur dan auto soak ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_b2948e51-5aba-4f53-beb3-db81e21f4e12_498_600.jpg","Laundry Lainnya "
"Mesin Cuci Denpoo DW-8308-8KG","2546142","1239000"," DenpooSpesifikasi Type DW 8308TAFType Washing Machine 2 TabungKapasitas Cuci 7 8 KgWarna Putih Merah MudaDaya 360 WattBody Fiber ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_0428d8b8-5358-4db4-a901-be912c84241d_700_466.jpg","Laundry Lainnya "
"Mesin Cuci Denpoo DW-898-8KG","2546142","1169000"," Denpoo DW 898 Mesin Cuci 2 Tabung 8 Kg merupakan mesin cuci 2 tabung berkapasitas 8 Kg Mesin cuci ini dilengkapi dengan pengering Mesin cuci ini didesain Super Strong Body yang membuat suara mesin lebih halus dan mesin cuci lebih tahan lama serta Anti Karat Body dan dasar mesin terbuat dari bahan plastik yang kokoh Spesifikasi Kapasitas 8 5 Kg Daya 220 V 50 Hz 570 Watt Wash Motor Power 400 Watt Spin Motor Power 170 Watt Wash Type Semi Automatic Rated Wash Spin Capacity Anti Karat dan Bebas Korosi Suara mesin yang halus dan tahan lama Anti Bacteria Auto Soak Super Quiet Wash Easy Low Twist Double Body 3 Jet Pulsator Pat proof base Motor Protector ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_1bc711c6-6d03-497a-9f94-62539a808616_700_700.jpg","Laundry Lainnya "
"PROMO DRYER DENPO DY-60MD MESIN PENGERING LAUNDRY","2546142","3800000"," DENPOO DRYER LOUNDRYMESIN PENGERING 100 MODEL DY 60 MDCylinder Capacity 7 KgFast Drying TimerLint FilterStainless Steel3 Option TemperaturFor HeatVoltage 220V 50HzDaya Listrik Watt 1 800Garansi Resmi DENPOO ","10","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_776a914d-928a-47ba-ac3f-1fcbfd7b8809_700_700.jpg","Laundry Lainnya "
"PROMO MESON CUCI FRONTLOADING DENPOO DFL-8-10MD","2546142","3600000"," Denpoo DFL 8 10MD Mesin cuci yang didesain khusus oleh para ahli dibidangnya untuk menjaga kualitas hasil cucian dengan konsumsi listrik seminimal mungkin Anda dapat mencuci berbagai jenis pakaian tanpa khawatir akan pakaian Anda Mesin cuci ini membersihkan kotoran yang membandel pada pakaian Anda Putaran yang kuat sehingga tidak merusak pakaian dan hasil cucian tetap bersih Detail ProdukMesin cuciDilengkapi dengan fitur merendam pakaianDapat beroperasi pada tekanan air yang rendahMemiliki pulsator yang lebih besar untuk meningkatkan performa pencucianMaterial Body Plastik anti karat ","10","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_1c4de284-b105-4d8e-b828-3e2b34c31fc7_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Panasonic NA-W75BBZ-7.5KG Allowa","2546142","1499000"," Ag Clean pulsatorDual PulsatorDaya Cuci 330 wDaya Pengering 110 wKapasitas 7 kgDimensi 777 x 439 x 937 mmGaransi motor 5 thn ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_f64d5466-4d1b-4921-adab-8f54cdc0392c_664_374.jpg","Laundry Lainnya "
"Mesin Cuci Panasonic NA-W14BBX2-14KG-Cocok Untuk Laundry-Lowwat","2546142","2449000"," Mesin Cuci Panasonic 2 Tabung 14 Kg NA W140BBXAg CleanMesin Cuci Panasonic Alowa dilengkapi bahan anti bakteri ion Ag pada bagian pulsatornya yang mampu mengurangi pertumbuhan bakteri dan jamur black fungus jamur hitam penyebab bau pada cucian infeksi dan gatal Super SoakmaticFitur Super Soakmatic memberikan perendaman otomatis menghasilkan cucian yang lebih bersih dengan penggilingan sempurna hanya dalam waktu 35 menit Low WattKini Anda bisa menghemat energi saat mencuci pakaian Sistem Gear Case dalam mesin cuci Panasonic mampu menghasilkan cucian yang lebih bersih dengan daya listrik lebih rendah ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_469dad73-bca0-452f-8cdf-cee377d2ff95_700_617.jpg","Laundry Lainnya "
"Mesin Cuci Panasonic NA-W120BBX2-12KG-Allowa","2546142","2339000"," Mesin Cuci Panasonic 2 Tabung 12 Kg NA W120BBX2Ag CleanMesin Cuci Panasonic Alowa dilengkapi bahan anti bakteri ion Ag pada bagian pulsatornya yang mampu mengurangi pertumbuhan bakteri dan jamur black fungus jamur hitam penyebab bau pada cucian infeksi dan gatal Super SoakmaticFitur Super Soakmatic memberikan perendaman otomatis menghasilkan cucian yang lebih bersih dengan penggilingan sempurna hanya dalam waktu 35 menit Low WattKini Anda bisa menghemat energi saat mencuci pakaian Sistem Gear Case dalam mesin cuci Panasonic mampu menghasilkan cucian yang lebih bersih dengan daya listrik lebih rendahSyarat dan ketentuan Harga dapat sewaktu waktu berubah Harga belum termasuk ongkirBarang dipastikan baru dan berfungsi dengan benar ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_2af90051-6cb9-49d1-8c79-415f0fd5b34e_700_617.jpg","Laundry Lainnya "
"Mesin Cuci Panasonic NA-W97FC1-9KG-Lowwat","2546142","1949000"," Mesin Cuci Panasonic 2 Tabung 9KG NA W97FC1Ag CleanMesin Cuci Panasonic Alowa dilengkapi bahan anti bakteri ion Ag pada bagian pulsatornya yang mampu mengurangi pertumbuhan bakteri dan jamur black fungus jamur hitam penyebab bau pada cucian infeksi dan gatal Super SoakmaticFitur Super Soakmatic memberikan perendaman otomatis menghasilkan cucian yang lebih bersih dengan penggilingan sempurna hanya dalam waktu 35 menit Low WattKini Anda bisa menghemat energi saat mencuci pakaian Sistem Gear Case dalam mesin cuci Panasonic mampu menghasilkan cucian yang lebih bersih dengan daya listrik lebih rendah ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_faf7c7ae-9ae1-45cb-9bbd-f90c45080cdc_700_588.jpg","Laundry Lainnya "
"Mesin Cuci Panasonic NA-W87FC1-8KG-Lowwat","2546142","1869000"," Mesin Cuci Panasonic 2 Tabung 8KG NA W87FC1Ag CleanMesin Cuci Panasonic Alowa dilengkapi bahan anti bakteri ion Ag pada bagian pulsatornya yang mampu mengurangi pertumbuhan bakteri dan jamur black fungus jamur hitam penyebab bau pada cucian infeksi dan gatal Super SoakmaticFitur Super Soakmatic memberikan perendaman otomatis menghasilkan cucian yang lebih bersih dengan penggilingan sempurna hanya dalam waktu 35 menit Low WattKini Anda bisa menghemat energi saat mencuci pakaian Sistem Gear Case dalam mesin cuci Panasonic mampu menghasilkan cucian yang lebih bersih dengan daya listrik lebih rendah ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_d7278f9a-4911-4f6d-a6e0-dbd0cd0eaad9_700_588.jpg","Laundry Lainnya "
"Mesin Cuci Panasonic NA-W95FBY-9KG-Lowwat","2546142","1849000"," BRAND PANASONICPRODUK MESIN CUCI MANUALSERIES W95FBY1GARANSI MOTOR 5 TAHUN SPARE PART 1 TAHUN Spesifikasi Kapasitas 9kg Ag Clean Water Filter Low Watt Ag Clean Low watt ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_de2d7e40-7a01-4d33-8628-86268c99e2eb_581_583.jpg","Laundry Lainnya "
"Mesin Cuci Panasonic NA-W85BBY-8KG-Lowwat","2546142","1749000"," spesifikasi produk Panasonic LOW WATT Kapasitas wash 8kgspin 5kg DAYA Wash 230wattSpin 120watt Doble pulsator Hemat listrik ag clean Super soakmatic Garansi motor 5 tahun Suku Cadang 1 Tahun ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_32c6f78a-3c74-4054-bd0b-d5b1c19f3615_700_1244.jpg","Laundry Lainnya "
"Mesin Cuci Panasonic NA-W60MB1-6KG","2546142","1199000"," Spesifikasi Ag cleanBig Pulsator Body rampingTutup TransparanKapasitas Tabung Cuci 6KgKapasitas Tabung Peras 3 6KgDaya Masukan Pencuci 320WattDaya Masukan Pengering 125WattDaya Masukan Total 445Watt ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_3bab7f46-9840-4f02-aacc-d550ec889480_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Panasonic NA-F80B5WGS-8KG","2546142","2369000"," Barang baru dan bergaransi resmiKapasitas 8 KgColour Lid Colour GrayColour Body Colour WhiteFuzzy Logic Washing SystemTempered GlassChild LockAuto Restart8 Programs Normal Speedy Delicate Soak 30 min Baby care Bed sheets blanket Air Dry Tub hygiene4 water level electronic water level switchDimensi 560 x 575 x 950 mmSNI Certified ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_2a7a12f4-6c1a-4f17-8f8e-0a4aa868a2a7_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Panasonic NA-F70B5WGS-7KG","2546142","2219000"," PANASONIC Mesin Cuci NA F70B5WSGMerupakan mesin cuci 1 tabung yg di desain dgn drum terbaru dari Panasonic Sazanami Drum dan memiliki interior dgn moncong air berbentuk lesung yang bermanfaat untuk membersihkan kotoran sepenuhnya sambil menghaluskan pakaian Bagian lubang tepi bulat tidak hanya membuat lubang lebih sedikit dan sedikit benturan dari drum biasa tapi juga mencegah pakaian agar tidak menyangkut Bentuk drumyang unik ini juga memungkinkan putaran pengeringan dalam performa tinggi Mesin cuci ini dilengkapi dengan fitur Aquabeat Wash yang kuat melenyapkan kuman dengan seksama membersihkan dari serat serat sedangkan teknologi agitasi Eco Aquabeat yang kuat mencegah kotoran untuk melekat kembali ke pakaian Teknologi Foam Wash mampu membantu dalam mengubah sabun deterjen menjadi busa yang padat dan kental sehingga dapat memasuki pakaian dan ampuh melawan minyak serta kotoran yang terdapat dalam celah celah kecil pakaian Teknologi Auto Restart mampu melanjutkan proses pencucian sesaat setelah listrik hidup kembali Tidak perlu mengulangi proses pencucian dari awal Fitur ini mampu menghemat air 20 dan listrik 30 Detail Kapasitas 7 Kg Daya 500 Watt ALOWA Irit Listrik Kecepatan 720 RPM Material Tabung Stainless Steel Water Level Settings 4 Level Dimensi 53 x 55 x 92 cm ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_e3824174-9a67-49a9-bed7-4c29bdc01b2d_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Sharp ES-F800T-BL -6.5KG","2546142","2179000"," SHARP ES F800T BL Full Auto Washing Machine Features Concealed water level switch Delay wash setting Auto Balancing Detector Soak timer Spesifikasi Features Body Fiber Colour Grey Coloered Body Capacity 6 5 kg Tube Type Stainless Steel Tube Standard Water Volume Wash Programme 3 Power Consumption Power Source AC 220 V 240 V 50 Hz Weight 35 kg Dimensions W x H x D Width 579 mm Height 935 mm Depth 576 mm ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_57a681a7-b983-4a25-84ab-249258cdc961_700_700.jpg","Laundry Lainnya "
"Mesin Cuci Sharp ES-M905P-9KG-Made in Thailand","2546142","2769000"," SpesifikasiCapacity 9 kgNew Dolphin PulsatorTub Self Cleaner8 Washing ProgramsSoftener Detergent CaseLint filterChild LockPower Off MemoryDesign bukaan pintu yang besar memudahkan pengguna untuk memasukan dan mengeluarkan pakaian yang memiliki ukran besar seperti selimut bed cover dan lain lain Menghemat penggunaan air hingga 40 dan menghemat penggunaan detergen Tidak merusak pakaian karena terhindar dari gesekan dengan lubang tabung pencucian ","8","https://ecs7.tokopedia.net/img/cache/300/product-1/2017/9/28/0/0_a863587d-a8d2-4187-895e-2ebb99b1d7b3_700_484.jpg","Laundry Lainnya "
